state,age,i_urban,i_citizen,i_noenglish,i_only_english,i_drive_to_work,i_asian,i_black,i_indigenous,i_white,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting,weights
PA,30,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.2,1,1,382,394,12,7.034172698064263e-8
PA,32,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,4,1,1,482,494,12,7.566313944361619e-8
PA,56,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,5.5,1,1,725,729,4,7.016286998314834e-8
PA,32,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.5,0,1,422,454,32,7.040144508325824e-8
PA,41,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.7,1,0,422,434,12,7.112194451878423e-8
PA,48,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,12,1,1,512,554,42,7.016286998314834e-8
PA,70,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.26,1,1,467,479,12,7.06302703815103e-8
PA,43,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,10.001,1,1,482,494,12,7.19770197406116e-8
PA,67,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.12,1,1,392,409,17,7.031188652409353e-8
PA,49,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,4.5,1,1,362,409,47,6.992508617617623e-8
PA,53,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.26,1,1,347,354,7,6.98657635562337e-8
PA,54,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5.5,1,1,392,439,47,7.060062754315409e-8
PA,24,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.85,1,1,392,484,92,6.998445808786496e-8
PA,64,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4.2,1,1,965,1004,39,6.983612071787749e-8
PA,67,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1.12,1,1,482,509,27,7.03715798319814e-8
PA,53,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.1,1,1,362,404,42,7.083811529230146e-8
PA,46,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.301,1,1,1295,1304,9,7.06302703815103e-8
PA,60,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,2.8,1,1,497,544,47,7.068959300145283e-8
PA,63,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.4,1,1,437,499,62,6.977687195883421e-8
PA,56,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2,0,1,422,469,47,6.989541870729517e-8
PA,59,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.4,1,1,422,434,12,7.068959300145283e-8
PA,67,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,2.54,1,1,845,849,4,7.007360846702485e-8
PA,60,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.3,1,1,1355,1374,19,7.06302703815103e-8
PA,31,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.1,1,1,462,484,22,7.089761061261694e-8
PA,80,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4.3,1,1,512,519,7,7.031188652409353e-8
PA,28,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.5,1,1,482,504,22,7.028205845718783e-8
PA,57,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,6.5,1,1,362,424,62,7.200218356961601e-8
PA,27,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2.5,1,1,512,554,42,7.004387933225685e-8
PA,54,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.95,1,1,392,424,32,7.172787061374465e-8
PA,55,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.01,1,0,245,394,149,7.060062754315409e-8
PA,49,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,6.1,1,1,482,494,12,7.071927279326992e-8
PA,39,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,5.253,1,0,412,419,7,6.98657635562337e-8
PA,61,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8.5,1,1,1155,1189,34,6.992508617617623e-8
PA,40,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.5,0,1,542,564,22,6.995476596799332e-8
PA,62,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,2.3,1,1,407,429,22,7.449675732212811e-8
PA,73,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,5.636,1,0,482,489,7,7.082086348283455e-8
PA,39,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4.7,1,1,625,649,24,7.137535629865423e-8
PA,57,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.4,1,1,422,429,7,7.060062754315409e-8
PA,29,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.9,1,1,392,404,12,7.399834018193524e-8
PA,52,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.2,1,1,362,409,47,6.989541870729517e-8
PA,36,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,5.2,1,1,635,644,9,7.1016749600058e-8
PA,26,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,5.3,1,1,542,564,22,6.992508617617623e-8
PA,33,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,5.6,1,1,377,394,17,7.230818062048663e-8
PA,51,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.27,1,1,377,409,32,7.016286998314834e-8
PA,59,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8.1,1,1,452,484,32,7.03715798319814e-8
PA,34,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.1,1,1,665,684,19,7.112194451878423e-8
PA,65,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,11.2,1,1,482,504,22,7.03715798319814e-8
PA,60,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,28.9,1,1,407,424,17,7.055095751905751e-8
PA,64,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,7.5,1,1,302,359,57,7.083811529230146e-8
PA,75,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,4.29,1,1,392,409,17,7.080838615753346e-8
PA,59,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.65,1,1,965,974,9,7.054137878411082e-8
PA,45,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4,1,1,392,454,62,7.068959300145283e-8
PA,75,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,9.5,1,0,382,414,32,7.131546434433412e-8
PA,49,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.78,1,1,605,624,19,7.079082409064281e-8
PA,46,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.4,1,1,442,464,22,6.992508617617623e-8
PA,59,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,6,1,1,497,509,12,7.067079119250945e-8
PA,28,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1.9,1,1,382,414,32,6.98657635562337e-8
PA,57,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.4,1,1,542,564,22,7.071927279326992e-8
PA,31,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,8.5,1,1,482,504,22,7.046121280623046e-8
PA,27,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,2.3,1,1,452,469,17,7.094114587765251e-8
PA,59,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,2.4,0,1,362,404,42,7.02224394717322e-8
PA,32,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0.884,1,1,845,864,19,7.233885027498702e-8
PA,31,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,3.45,1,1,452,499,47,7.065992553257177e-8
PA,50,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,6.2,1,1,332,364,32,7.057099701239095e-8
PA,30,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2,0,1,482,519,37,7.116595190853484e-8
PA,45,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3,1,1,452,489,37,7.054137878411082e-8
PA,52,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,40.8,1,1,332,359,27,7.031188652409353e-8
PA,46,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.2,0,1,452,474,22,7.03715798319814e-8
PA,46,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3,1,1,422,469,47,7.094114587765251e-8
PA,29,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.5,1,1,795,824,29,7.040144508325824e-8
PA,35,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8.14,1,1,362,394,32,7.067079119250945e-8
PA,50,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,2.2,0,1,275,284,9,7.010334995034295e-8
PA,55,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.5,1,1,437,514,77,7.073078271780303e-8
PA,32,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,6.3,1,1,437,464,27,7.02522427747814e-8
PA,57,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.76,1,1,512,539,27,6.98657635562337e-8
PA,49,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,3.5,1,1,1325,1334,9,7.830388487794332e-8
PA,29,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,5.401,1,1,665,684,19,7.013310378734034e-8
PA,36,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3.14,1,1,377,399,22,7.071927279326992e-8
PA,40,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,9.12,0,1,422,429,7,7.060062754315409e-8
PA,49,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3,1,1,392,419,27,7.031188652409353e-8
PA,60,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,4.5,1,1,467,484,17,7.209795325653075e-8
PA,65,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,25,1,1,542,554,12,7.010334995034295e-8
PA,33,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5,1,1,407,444,37,7.074896491314156e-8
PA,64,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,3.5,1,1,332,344,12,7.103148888635654e-8
PA,38,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,6,0,1,392,414,22,7.079082409064281e-8
PA,24,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.8,1,1,422,429,7,7.246165633803906e-8
PA,32,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.8,1,1,935,944,9,6.989541870729517e-8
PA,49,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4,1,1,437,479,42,7.019264854290044e-8
PA,25,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.5,1,1,875,894,19,7.057099701239095e-8
PA,42,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.1,1,1,437,449,12,7.028205845718783e-8
PA,38,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,8,1,1,1025,1054,29,7.082086348283455e-8
PA,39,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,5.2,0,1,422,439,17,6.992508617617623e-8
PA,51,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,31.5,1,1,437,474,37,6.995476596799332e-8
PA,62,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,13.5,1,1,527,544,17,7.007360846702485e-8
PA,35,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,17,1,1,392,439,47,7.02224394717322e-8
PA,48,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7.5,1,1,447,474,27,7.054137878411082e-8
PA,50,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,8.1,1,1,665,674,9,7.010334995034295e-8
PA,59,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,5,1,1,452,469,17,6.977687195883421e-8
PA,51,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,20,1,1,462,484,22,7.034172698064263e-8
PA,40,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,5.4,1,1,1365,1404,39,7.051177285320578e-8
PA,58,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2,1,1,382,404,22,7.264464694206938e-8
PA,28,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,2.7,1,1,605,619,14,7.052103019078933e-8
PA,46,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,10,1,1,512,559,47,7.001416254091186e-8
PA,29,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,3,1,1,482,514,32,7.065992553257177e-8
PA,63,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,10.8,1,1,392,409,17,7.267705842772716e-8
PA,36,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,2.4,1,1,487,514,27,7.24002278069167e-8
PA,80,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,4.67,1,1,452,484,32,7.398270372416668e-8
PA,60,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,2,0,1,362,409,47,7.010334995034295e-8
PA,28,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1.95,1,1,527,539,12,7.080838615753346e-8
PA,45,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,12.74,1,1,452,494,42,7.02522427747814e-8
PA,26,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.85,1,1,665,669,4,7.110623380591924e-8
PA,79,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,4.3,1,1,905,929,24,7.095715536817704e-8
PA,35,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0.08,1,1,512,529,17,7.09110565446706e-8
PA,70,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,7.5,1,1,605,619,14,7.058089727819914e-8
PA,67,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,36.6,1,1,542,574,32,7.110623380591924e-8
PA,49,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,6.81,1,1,512,554,42,6.995476596799332e-8
PA,56,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0.95,1,1,432,484,52,7.230818062048663e-8
PA,54,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0.96,1,1,605,609,4,6.995476596799332e-8
PA,56,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0.47,1,1,1025,1084,59,7.065992553257177e-8
PA,24,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1.8,1,1,442,454,12,7.057099701239095e-8
PA,75,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.84,1,1,557,564,7,7.080838615753346e-8
PA,27,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.4,1,1,332,344,12,7.074896491314156e-8
PA,53,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,8,1,1,362,384,22,7.467575594520429e-8
PA,57,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5,1,1,302,349,47,7.019264854290044e-8
PA,28,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3,1,1,482,504,22,6.98657635562337e-8
PA,77,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,7.05,1,1,422,429,7,7.14652875520769e-8
PA,65,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.81,1,1,915,924,9,7.046121280623046e-8
PA,64,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4,1,1,527,539,12,7.046121280623046e-8
PA,37,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.119,1,1,815,829,14,7.077866936618847e-8
PA,44,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,14,1,1,422,484,62,7.016286998314834e-8
PA,43,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,6.5,1,1,452,514,62,7.068959300145283e-8
PA,30,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.642,0,0,487,514,27,7.1016749600058e-8
PA,60,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,7.5,1,1,512,544,32,7.034172698064263e-8
PA,64,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,10.66,1,1,285,329,44,7.02224394717322e-8
PA,52,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.5,1,1,392,409,17,6.989541870729517e-8
PA,44,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.2,1,1,427,449,22,7.083811529230146e-8
PA,61,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,4.4,1,1,407,424,17,7.1136086657258e-8
PA,28,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,4,1,1,362,384,22,7.534323872920843e-8
PA,58,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,3,1,NA,512,519,7,6.989541870729517e-8
PA,32,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2,1,1,437,469,32,7.02224394717322e-8
PA,69,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.9,1,1,392,439,47,7.055095751905751e-8
PA,24,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2,1,1,665,699,34,7.054137878411082e-8
PA,28,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.85,1,1,482,499,17,6.98657635562337e-8
PA,47,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0.85,1,1,347,469,122,7.079082409064281e-8
PA,48,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1.04,0,1,482,529,47,7.040144508325824e-8
PA,59,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,6,1,1,275,289,14,7.109178011889822e-8
PA,32,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5.2,1,1,362,424,62,7.028205845718783e-8
PA,45,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,4.5,1,0,185,244,59,7.031188652409353e-8
PA,74,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.47,1,1,472,474,2,7.013310378734034e-8
PA,52,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,4.27,1,0,75,89,14,7.061084947337763e-8
PA,43,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.5,0,1,422,464,42,7.112194451878423e-8
PA,44,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,11,1,1,235,439,204,7.098694629700881e-8
PA,46,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4.3,1,1,542,544,2,7.06302703815103e-8
PA,65,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.46,1,0,845,874,29,7.034172698064263e-8
PA,60,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5.1,1,1,482,544,62,7.429694262814717e-8
PA,71,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.644,1,1,377,409,32,7.034172698064263e-8
PA,27,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,4.705,1,1,437,469,32,6.992508617617623e-8
PA,31,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,4.8,1,1,905,929,24,7.077866936618847e-8
PA,36,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,6.5,0,0,412,449,37,7.418485862254639e-8
PA,25,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1.8,1,1,905,954,49,7.007360846702485e-8
PA,36,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,5.46,1,1,302,314,12,7.061084947337763e-8
PA,33,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6,1,1,215,274,59,6.995476596799332e-8
PA,64,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.8,1,1,392,414,22,7.055095751905751e-8
PA,42,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.4,1,1,377,394,17,7.116595190853484e-8
PA,46,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3,1,1,452,474,22,7.149528954307963e-8
PA,46,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0.9,1,1,482,519,37,7.010334995034295e-8
PA,55,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8,1,1,332,359,27,7.074896491314156e-8
PA,60,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3.12,1,1,467,474,7,7.080838615753346e-8
PA,63,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.98,1,1,422,429,7,7.04313227396237e-8
PA,31,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.1,1,0,512,529,17,7.617161946221983e-8
PA,46,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,5.605,1,1,437,454,17,7.049111528823335e-8
PA,49,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.2,1,1,407,434,27,7.019264854290044e-8
PA,54,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.2,1,1,362,394,32,7.065992553257177e-8
PA,43,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,7.5,1,1,467,519,52,7.001416254091186e-8
PA,52,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,2.2,1,1,467,489,22,7.019264854290044e-8
PA,31,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,10.3,1,1,542,564,22,7.04313227396237e-8
PA,40,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.8,0,1,482,489,7,7.122571963150706e-8
PA,55,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,4.5,1,1,482,529,47,7.028205845718783e-8
PA,30,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,19.1,1,1,437,459,22,7.12427274638377e-8
PA,26,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.8,1,1,905,964,59,7.054137878411082e-8
PA,43,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,9.3,1,1,482,504,22,7.058089727819914e-8
PA,57,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1.603,1,1,422,434,12,6.998445808786496e-8
PA,66,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.54,1,1,875,884,9,6.995476596799332e-8
PA,48,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7.8,1,1,422,434,12,7.074896491314156e-8
PA,63,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,8.16,1,1,845,854,9,7.083811529230146e-8
PA,67,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.72,1,0,452,484,32,7.057099701239095e-8
PA,37,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.5,1,1,422,454,32,7.083811529230146e-8
PA,37,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.33,1,1,522,539,17,7.052103019078933e-8
PA,26,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,13.5,1,1,392,424,32,7.176586886857965e-8
PA,51,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,7.5,1,1,342,379,37,7.283130088332692e-8
PA,34,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,8.08,1,1,482,499,17,7.058089727819914e-8
PA,38,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,8.4,1,1,452,484,32,6.992508617617623e-8
PA,34,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7.5,1,1,482,519,37,7.332703448360361e-8
PA,25,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.5,1,1,497,504,7,7.137535629865423e-8
PA,24,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.5,0,1,905,924,19,7.14652875520769e-8
PA,47,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.05,1,1,905,934,29,7.057099701239095e-8
PA,40,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,21,0,0,302,304,2,7.172787061374465e-8
PA,67,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.72,1,1,542,549,7,7.051177285320578e-8
PA,42,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,2.4,1,0,362,379,17,7.052103019078933e-8
PA,54,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1.3,0,0,407,429,22,7.007360846702485e-8
PA,44,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.8,1,1,1115,1124,9,7.14652875520769e-8
PA,50,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,2.4,1,1,452,469,17,7.215502325112435e-8
PA,61,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.1,1,0,407,434,27,7.016286998314834e-8
PA,29,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,6.6,1,1,542,584,42,7.007360846702485e-8
PA,65,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,2.31,1,1,885,904,19,7.068959300145283e-8
PA,59,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,8.5,1,1,407,424,17,7.034172698064263e-8
PA,29,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,6,1,1,472,489,17,7.16154221777242e-8
PA,66,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5.01,1,1,497,509,12,6.98657635562337e-8
PA,52,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,14.3004,1,1,377,429,52,7.071927279326992e-8
PA,72,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.74,1,1,422,449,27,6.983612071787749e-8
PA,56,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,6,1,1,407,414,7,7.077866936618847e-8
PA,52,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,4.94,1,1,542,604,62,7.03715798319814e-8
PA,55,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1.03,1,1,965,974,9,7.034172698064263e-8
PA,51,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,9.04,1,1,452,479,27,7.320279210860676e-8
PA,56,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,11.507,1,1,467,479,12,7.197165369784371e-8
PA,74,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,4.2,1,0,285,304,19,7.054137878411082e-8
PA,68,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.4,1,1,437,459,22,7.028205845718783e-8
PA,32,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,0,1,542,559,17,7.112194451878423e-8
PA,27,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,4.303,1,1,935,974,39,6.983612071787749e-8
PA,59,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,8.2,1,1,452,464,12,7.089761061261694e-8
PA,59,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,4.7,1,1,362,414,52,7.095715536817704e-8
PA,65,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4.15,1,1,845,884,39,8.460740988019525e-8
PA,26,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2.9,1,1,1245,1249,4,7.031188652409353e-8
PA,48,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,4,1,1,392,419,27,7.016286998314834e-8
PA,48,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4.9,1,1,362,409,47,7.028205845718783e-8
PA,52,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,6.5,1,1,452,514,62,7.095715536817704e-8
PA,54,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,6.07,1,1,472,484,12,7.028205845718783e-8
PA,32,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.5,1,1,372,404,32,7.071927279326992e-8
PA,59,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.1,1,0,302,319,17,7.079082409064281e-8
PA,63,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.25,1,1,542,564,22,7.02224394717322e-8
PA,67,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4.5,1,1,497,514,17,7.089761061261694e-8
PA,53,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,6.5,1,1,467,484,17,7.594829269244617e-8
