state,age,i_urban,i_citizen,i_noenglish,i_only_english,i_drive_to_work,i_asian,i_black,i_indigenous,i_white,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting,weights
CA,45,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,4.2,1,1,422,484,62,7.046121280623046e-8
CA,34,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1.6,1,1,302,334,32,7.046121280623046e-8
CA,31,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.16,1,1,482,529,47,7.001416254091186e-8
CA,55,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,4.8,0,NA,422,454,32,7.089761061261694e-8
CA,24,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,4.5,1,1,542,604,62,7.010334995034295e-8
CA,30,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,7,1,1,482,514,32,7.067079119250945e-8
CA,37,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,25,1,1,302,349,47,7.010334995034295e-8
CA,32,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.2,1,1,362,454,92,6.992508617617623e-8
CA,45,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,25,1,1,487,549,62,6.989541870729517e-8
CA,65,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1.931,1,1,615,634,19,7.001416254091186e-8
CA,53,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,3.03,1,1,392,409,17,7.100136204330304e-8
CA,39,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,20.1,1,1,482,529,47,6.998445808786496e-8
CA,37,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.24,1,1,422,624,202,7.160628245202988e-8
CA,28,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,2.2,0,1,482,504,22,7.013310378734034e-8
CA,66,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0.36,1,1,467,474,7,7.007360846702485e-8
CA,42,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,6.7,1,1,482,499,17,7.001416254091186e-8
CA,38,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,9.5,1,1,482,499,17,7.001416254091186e-8
CA,60,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,8.6,1,1,245,289,44,7.001416254091186e-8
CA,40,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,6.2,1,1,482,499,17,6.989541870729517e-8
CA,26,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0.8,1,1,965,979,14,7.451768761447518e-8
CA,54,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,5,1,1,275,289,14,7.079082409064281e-8
CA,45,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,4.5,1,0,332,369,37,7.133344643125414e-8
CA,57,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0.5,1,1,542,564,22,6.998445808786496e-8
CA,61,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,10.8,1,1,605,619,14,7.001416254091186e-8
CA,53,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.36,1,1,422,469,47,7.106162824315564e-8
CA,61,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,40,1,1,422,484,62,7.172787061374465e-8
CA,34,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,9.5,1,1,527,544,17,7.243093569493115e-8
CA,39,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.1,1,1,755,799,44,6.989541870729517e-8
CA,56,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,3,1,1,302,424,122,7.07007807268003e-8
CA,31,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,4.9,1,1,497,509,12,7.055095751905751e-8
CA,30,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,9,1,1,422,484,62,7.064081410975851e-8
CA,75,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.5,1,1,875,919,44,7.077866936618847e-8
CA,34,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,1,1,332,384,52,7.426545998119298e-8
CA,54,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,7.7,1,1,665,709,44,7.001416254091186e-8
CA,59,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,2.78,1,0,452,549,97,7.001416254091186e-8
CA,47,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,7.58,1,1,332,359,27,7.004387933225685e-8
CA,35,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,8.5,1,1,75,129,54,7.073078271780303e-8
CA,50,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,25,1,1,452,469,17,7.512009736977678e-8
CA,26,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,6.5,1,1,452,459,7,7.007360846702485e-8
CA,43,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,12.85,1,1,392,419,27,7.068959300145283e-8
CA,27,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,15.5,1,1,482,489,7,7.019264854290044e-8
CA,58,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0.73,0,1,557,589,32,7.02522427747814e-8
CA,49,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0.08,1,1,452,464,12,7.04313227396237e-8
CA,61,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,10,1,1,605,609,4,7.004387933225685e-8
CO,60,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,5,1,1,482,514,32,7.1136086657258e-8
CO,32,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,9.8,1,1,392,419,27,7.080838615753346e-8
CO,37,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,3.5,1,1,392,399,7,7.28889367461776e-8
CO,56,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3.38,1,1,665,669,4,7.086785677561955e-8
CO,61,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2.08,0,1,245,289,44,7.224940292162286e-8
CO,41,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,12.5,1,1,332,354,22,7.083811529230146e-8
CO,45,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,5,1,1,452,459,7,7.051177285320578e-8
CO,32,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,5.1,1,NA,382,384,2,7.048217921456996e-8
CO,62,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,3.8,1,1,532,544,12,7.231007089465804e-8
CO,60,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.3,1,1,755,769,14,7.131546434433412e-8
CO,54,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,9.5,1,1,422,484,62,7.077866936618847e-8
CO,43,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,4,1,1,422,444,22,7.122571963150706e-8
CO,32,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,1,512,559,47,7.378132191071618e-8
CO,70,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,20.75,1,1,437,474,37,7.188645134406083e-8
CO,30,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.5,1,1,302,334,32,7.16755633699472e-8
CO,64,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.25,1,1,347,359,12,7.122571963150706e-8
CO,41,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2.9,1,1,452,469,17,7.185628694417483e-8
CO,45,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.32,1,1,437,439,2,7.134540410347575e-8
CO,31,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,4,0,1,587,594,7,7.095715536817704e-8
CO,54,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,7.18,1,1,422,484,62,7.077866936618847e-8
CO,30,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.2,1,1,337,384,47,7.089761061261694e-8
CO,50,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7.8,1,1,332,404,72,7.11958295649003e-8
CO,51,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,3.4,1,1,372,419,47,7.086785677561955e-8
CO,34,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,4.3,1,1,935,939,4,7.393627057403891e-8
CO,28,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.12,0,1,422,484,62,7.402939432354792e-8
CO,53,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.08,1,1,482,494,12,7.086785677561955e-8
CO,52,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,4.15,1,1,587,599,12,7.083811529230146e-8
CO,53,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2.4,0,1,245,264,19,7.116595190853484e-8
CO,26,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.5,0,1,332,359,27,7.128553701606593e-8
CO,42,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.4,1,1,1275,1299,24,7.086785677561955e-8
CO,27,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5.06,1,0,275,334,59,7.176586886857965e-8
CO,35,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,15,1,1,482,499,17,7.077866936618847e-8
CO,48,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4.3,1,1,332,349,17,7.125562211350995e-8
CO,49,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,18,0,1,482,529,47,7.221908782563041e-8
CO,35,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,12,1,1,542,559,17,7.131546434433412e-8
CO,74,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,31.58,1,1,245,249,4,7.065992553257177e-8
CO,70,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,8.28,1,1,452,479,27,7.243155811145399e-8
CO,49,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,4.5,1,1,512,544,32,7.074896491314156e-8
CO,28,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0.3,1,1,392,404,12,7.149528954307963e-8
CO,44,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.9,1,1,332,359,27,7.11958295649003e-8
CO,41,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,8.2,1,1,482,494,12,7.071927279326992e-8
CO,61,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,17.8,1,1,362,399,37,7.080838615753346e-8
CO,31,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.161,1,1,362,409,47,7.077866936618847e-8
CO,26,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,2.23,1,1,392,409,17,7.140532093503511e-8
CO,51,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,8.1,1,1,372,424,52,7.224940292162286e-8
CO,57,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,6.9,1,1,422,484,62,7.16154221777242e-8
CO,26,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.3,1,1,965,994,29,7.110623380591924e-8
CO,70,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.29,1,1,105,124,19,7.065992553257177e-8
CO,36,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,9,1,1,492,524,32,7.089761061261694e-8
CO,29,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.3,1,1,547,554,7,7.11958295649003e-8
CO,40,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,6.34,1,1,605,619,14,7.194681773707384e-8
CO,40,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,13.12,1,1,482,494,12,7.080838615753346e-8
CO,53,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0.36,1,1,1055,1069,14,7.295013611413408e-8
CO,56,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,11.75,1,1,407,424,17,7.347238812777494e-8
CO,60,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,9.2,1,1,362,389,27,7.074896491314156e-8
CO,48,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2,1,1,392,414,22,7.068959300145283e-8
CO,46,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,9,1,1,422,469,47,7.107639334937014e-8
CO,56,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.12,1,1,422,469,47,7.110623380591924e-8
CO,56,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0.9,1,1,875,879,4,7.110623380591924e-8
CO,62,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,12.7,1,1,422,434,12,7.11958295649003e-8
CO,61,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6,1,0,362,394,32,7.098694629700881e-8
CO,30,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,4.5,1,1,452,484,32,7.319544252020775e-8
CO,50,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.3,1,1,542,554,12,7.077866936618847e-8
CO,53,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,8.7,1,1,407,434,27,7.074896491314156e-8
CO,57,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7.2,1,1,422,449,27,7.182613506843224e-8
CO,33,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2.4,1,1,165,214,49,7.155533091591941e-8
CO,51,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,18.51,1,1,422,469,47,7.173575453407613e-8
CO,40,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8,0,1,422,464,42,7.057099701239095e-8
CO,33,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,4.5,1,1,437,469,32,7.104656528246443e-8
CO,66,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,3.8,1,1,332,354,22,6.998445808786496e-8
CO,37,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,6.2,1,1,482,499,17,7.252280605094702e-8
CO,33,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.8,1,1,467,474,7,7.074896491314156e-8
CO,37,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.91,1,1,422,444,22,7.083811529230146e-8
CO,43,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.2,1,1,422,434,12,7.077866936618847e-8
CO,38,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,6.8,1,1,362,384,22,7.077866936618847e-8
CO,64,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5.42,1,1,452,454,2,7.077866936618847e-8
CO,24,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,3.64,1,1,362,394,32,7.140532093503511e-8
CO,45,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,20,1,1,512,534,22,7.107639334937014e-8
CO,49,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,7.4,1,1,452,464,12,7.261416774227177e-8
CO,61,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,20.3,1,1,497,539,42,7.083811529230146e-8
CO,61,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,4,1,1,422,434,12,7.089761061261694e-8
CO,33,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,16.3,1,1,467,479,12,7.071927279326992e-8
CO,39,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.5,1,1,392,414,22,7.095715536817704e-8
CO,43,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.66,1,1,285,294,9,6.992508617617623e-8
CO,41,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,8.5,1,1,472,499,27,7.077866936618847e-8
CO,27,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.7,1,1,512,519,7,7.465319306745892e-8
CO,31,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.44,1,1,422,444,22,7.071927279326992e-8
CO,33,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,10.3,1,1,437,454,17,7.095715536817704e-8
CO,39,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.1,1,1,392,424,32,7.065992553257177e-8
CO,40,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2,1,1,482,504,22,7.071927279326992e-8
CO,27,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,9.3,1,1,482,514,32,7.083811529230146e-8
CO,63,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,4,1,1,392,414,22,7.074896491314156e-8
CO,60,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.2,1,1,462,469,7,7.127295456251613e-8
CO,57,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,2.4,1,1,522,544,22,7.054137878411082e-8
CO,37,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.5,1,1,432,454,22,7.116595190853484e-8
CO,47,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,7.42,1,1,482,494,12,7.089761061261694e-8
CO,47,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,8.45,1,1,482,529,47,7.215849538855523e-8
CO,27,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,4,0,1,1085,1094,9,7.104656528246443e-8
CO,46,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0.84,1,1,437,449,12,7.424713478468803e-8
CO,26,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.5,1,1,452,514,62,7.071927279326992e-8
CO,46,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,3.4,0,0,392,414,22,7.060062754315409e-8
CO,55,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,50.05,1,1,342,379,37,7.1136086657258e-8
CO,24,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0.8,1,1,542,554,12,7.104656528246443e-8
CO,34,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0.28,1,1,905,909,4,7.221908782563041e-8
CO,45,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,12,1,1,452,479,27,7.074896491314156e-8
CO,28,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1.7,1,1,452,459,7,7.194681773707384e-8
CO,49,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1.36,0,0,452,484,32,7.110623380591924e-8
CO,59,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2.2,1,1,362,429,67,7.095715536817704e-8
CO,63,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7.5,1,1,482,499,17,7.234042378216356e-8
CO,46,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,12.3,1,1,527,539,12,7.054137878411082e-8
CO,53,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2.2,1,1,332,394,62,7.231007089465804e-8
CO,24,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,5.2,1,1,332,364,32,7.048217921456996e-8
CO,47,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,8.19,1,1,452,499,47,7.086785677561955e-8
CO,28,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.4,1,1,362,409,47,7.086785677561955e-8
CO,29,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7,1,1,452,484,32,7.074896491314156e-8
CO,55,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,10.5,1,1,422,444,22,7.080838615753346e-8
CO,38,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7.5,1,1,482,504,22,7.080838615753346e-8
CO,60,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,2.5,1,1,452,484,32,7.104656528246443e-8
CO,59,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8.4,1,1,392,434,42,7.11958295649003e-8
CO,48,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,4.79,1,1,472,484,12,7.092737680842495e-8
CO,47,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1.9,1,1,482,499,17,7.1136086657258e-8
CO,35,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,1,302,324,22,7.347238812777494e-8
CO,45,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,12,1,1,422,454,32,7.080838615753346e-8
CO,29,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.1,1,1,422,429,7,7.095715536817704e-8
CO,46,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,8.9,1,1,452,484,32,7.080838615753346e-8
CO,33,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,9.3,1,1,447,459,12,7.1016749600058e-8
CO,62,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1.2,0,1,362,374,12,7.071927279326992e-8
CO,64,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,3,1,1,392,414,22,7.089761061261694e-8
CO,52,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.5,1,1,457,474,17,7.107639334937014e-8
CO,39,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,3.5,1,1,457,489,32,7.060062754315409e-8
CO,29,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5.7,1,1,332,364,32,7.295013611413408e-8
CO,37,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2.35,1,1,225,234,9,7.200723428911431e-8
CO,62,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,6,1,1,372,414,42,7.110623380591924e-8
CO,70,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5.28,1,1,332,334,2,7.298075486465529e-8
CO,25,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,4.5,1,1,452,469,17,7.080838615753346e-8
CT,52,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,23,1,1,392,429,37,6.977687195883421e-8
CT,56,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,6,1,1,422,499,77,7.085091535244759e-8
CT,38,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,12,1,1,512,549,37,7.02522427747814e-8
CT,57,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,5.2,1,1,422,544,122,7.019264854290044e-8
CT,45,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,25,1,1,482,489,7,7.007360846702485e-8
CT,52,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,6,1,0,377,389,12,7.007360846702485e-8
CT,59,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4,1,1,605,619,14,6.992508617617623e-8
CT,64,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.105,1,1,815,834,19,6.974726602792917e-8
CT,54,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,5.108,1,1,422,454,32,7.001416254091186e-8
CT,26,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,4.5,1,1,492,554,62,6.995476596799332e-8
CT,26,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2,1,1,1065,1074,9,6.995476596799332e-8
CT,66,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,12,1,1,422,464,42,7.001416254091186e-8
CT,25,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,6.3,1,1,362,389,27,7.058089727819914e-8
CT,30,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,7.2,1,1,905,939,34,7.02224394717322e-8
CT,33,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2.8,1,1,225,234,9,7.148489609634625e-8
CT,52,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,7.5,1,1,542,559,17,6.989541870729517e-8
CT,32,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.5,1,1,442,464,22,6.98657635562337e-8
CT,48,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4,1,1,645,659,14,7.172787061374465e-8
CT,38,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,28.38,1,1,497,519,22,7.028205845718783e-8
CT,55,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7,1,1,245,319,74,6.980649018711434e-8
CT,28,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.94,1,1,392,424,32,7.016286998314834e-8
CT,44,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,3.96,1,1,402,424,22,7.058089727819914e-8
CT,49,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2.7,1,1,1115,1124,9,7.007360846702485e-8
CT,29,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.19,0,1,422,484,62,7.058089727819914e-8
CT,53,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,7.5,1,1,542,554,12,6.992508617617623e-8
CT,51,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,5.3,1,1,502,509,7,6.995476596799332e-8
CT,49,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,13,1,1,452,464,12,6.989541870729517e-8
CT,69,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,9.42,1,1,362,384,22,7.007360846702485e-8
CT,48,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,5.6,1,1,255,284,29,7.007360846702485e-8
CT,64,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,74,1,1,482,514,32,7.02522427747814e-8
CT,64,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.2,1,1,422,434,12,7.007360846702485e-8
CT,65,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,4.5,1,0,407,419,12,7.028205845718783e-8
CT,41,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7.52,1,1,407,439,32,6.998445808786496e-8
CT,41,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2,1,1,482,489,7,7.004387933225685e-8
CT,56,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,26,1,1,482,504,22,7.03715798319814e-8
CT,49,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,5.6,1,1,407,414,7,7.157591695688696e-8
CT,55,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3.9,1,1,1025,1039,14,7.013310378734034e-8
CT,29,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.1,1,1,437,459,22,7.058089727819914e-8
CT,42,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,8.5,1,1,362,439,77,7.02522427747814e-8
CT,37,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2,1,1,542,549,7,7.079082409064281e-8
CT,44,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,71,1,1,362,399,37,7.010334995034295e-8
CT,70,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,3.46,1,1,362,394,32,7.004387933225685e-8
CT,34,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1.81,1,1,542,549,7,7.02224394717322e-8
CT,36,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,8.59,1,1,512,569,57,7.082086348283455e-8
CT,49,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,20,1,1,482,524,42,7.010334995034295e-8
CT,70,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,6.85,1,1,452,469,17,7.013310378734034e-8
CT,25,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1.55,1,1,1005,1024,19,7.264624835049567e-8
CT,68,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.03,1,1,422,434,12,7.031188652409353e-8
CT,34,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,10.8,1,1,437,484,47,7.073078271780303e-8
CT,48,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,6.3,1,1,605,634,29,7.007360846702485e-8
CT,52,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2.07,1,0,332,349,17,7.034172698064263e-8
CT,31,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.32,1,0,362,424,62,7.046121280623046e-8
CT,35,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,7.9,1,1,1185,1204,19,7.019264854290044e-8
