state,marrno,age,i_urban,i_citizen,i_noenglish,i_only_english,i_drive_to_work,i_asian,i_black,i_indigenous,i_white,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting,education
NY,1,57,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3,1,1,165,199,34,12
NY,1,64,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,4.04,1,1,507,509,2,12
NY,1,45,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,9,1,1,482,489,7,12
NY,0,41,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,7.5,1,1,422,434,12,12
NY,1,47,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,3.1,1,1,392,399,7,12
NY,1,75,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,13.09,1,0,422,514,92,12
NY,2,46,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3.8,1,1,432,449,17,12
NY,3,48,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,7.5,1,1,497,524,27,12
NY,1,48,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,6.76,1,1,402,494,92,12
NY,0,55,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2.5,1,1,452,479,27,12
NY,1,45,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1.5,1,1,482,519,37,12
NY,1,43,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0.8,1,1,302,324,22,12
NY,0,26,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,3.8,1,1,482,514,32,12
NY,1,43,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.84,1,0,482,514,32,12
NY,0,25,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.1,1,1,452,474,22,12
NY,1,61,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,4.2,1,1,542,584,42,12
NY,0,30,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.22,1,1,362,374,12,12
NY,1,30,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.17,1,0,392,454,62,12
NY,1,37,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,7,1,1,392,409,17,12
NY,0,25,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2,1,1,935,949,14,12
NY,0,31,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.15,1,1,512,519,7,12
NY,2,60,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,4,1,1,392,434,42,12
NY,1,57,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.54,1,1,362,394,32,12
NY,0,32,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.39,0,1,482,514,32,12
NY,1,66,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,10,1,1,45,89,44,12
NY,1,40,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1.66,1,1,422,484,62,12
NY,0,58,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,7.62,1,1,815,844,29,12
NY,2,58,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,8.5,1,1,265,384,119,12
NY,0,38,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3.8,1,1,302,349,47,12
NY,1,46,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.8,1,1,422,454,32,12
NY,1,68,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.55,1,1,845,854,9,12
NY,1,52,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,11,1,1,482,529,47,12
NY,1,39,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,6.5,1,0,512,544,32,12
NY,0,41,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,8,1,1,392,409,17,12
NY,1,60,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.9,1,1,392,414,22,12
NY,2,57,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3,1,1,347,364,17,12
NY,2,62,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,4.8,1,1,362,424,62,12
NY,1,53,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.8,1,1,392,414,22,12
NY,0,38,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.4,1,1,1085,1109,24,12
NY,1,42,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.66,1,1,392,404,12,12
NY,1,55,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3,0,0,905,924,19,12
NY,2,50,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,5.8,1,1,342,364,22,12
NY,0,52,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3,1,1,452,474,22,12
NY,1,30,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.8,1,1,332,384,52,12
NY,1,61,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,2.6,1,1,482,514,32,12
NY,1,50,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.75,1,1,452,484,32,12
NY,1,41,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4,1,1,347,399,52,12
NY,1,34,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.63,1,1,392,444,52,12
NY,1,26,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.5,1,1,482,514,32,12
NY,1,53,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,13,1,1,215,259,44,12
NY,1,49,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.69,1,1,542,554,12,12
NY,0,30,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2.8,0,1,422,474,52,12
NY,1,47,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,4.5,1,1,482,519,37,12
NY,0,24,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.6,1,1,885,939,54,12
NY,1,45,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,5.7,0,1,275,364,89,12
NY,2,50,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,4.44,1,1,437,454,17,12
NY,1,58,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2.4,1,1,482,544,62,12
NY,1,39,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.1,1,1,795,924,129,12
NY,1,61,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,6.08,1,1,482,514,32,12
NC,2,46,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3.6,1,1,482,549,67,12
NC,2,39,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,11.363,1,1,1395,1414,19,12
NC,1,56,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,4.95,1,1,347,359,12,12
NC,3,50,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3,1,1,467,484,17,12
NC,1,49,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.3,1,1,407,424,17,12
NC,1,29,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.92,0,0,407,419,12,12
NC,1,60,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.66,1,1,302,364,62,12
NC,1,42,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,2.39,0,0,422,429,7,12
NC,2,51,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.2,1,1,422,434,12,12
NC,0,24,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.5,1,1,1155,1159,4,12
NC,1,28,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,3.77,1,1,422,464,42,12
NC,1,61,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.6,0,1,482,494,12,12
NC,2,53,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5,1,1,452,474,22,12
NC,1,43,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,10,1,1,1025,1054,29,12
NC,1,45,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,4.6,1,1,477,499,22,12
NC,3,60,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3,1,1,542,589,47,12
NC,1,65,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2,1,1,245,274,29,12
NC,0,48,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,4,1,1,362,409,47,12
NC,2,61,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,11.2,1,1,497,544,47,12
NC,0,24,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.3,1,1,995,1014,19,12
NC,0,54,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.4,0,1,105,119,14,12
NC,0,25,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.88,1,1,422,454,32,12
NC,2,67,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,7,1,1,377,404,27,12
NC,1,34,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2.43,0,1,665,669,4,12
NC,3,58,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,8.1,1,1,372,399,27,12
NC,2,58,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3.2,1,1,185,194,9,12
NC,1,52,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5.2,1,1,392,424,32,12
NC,2,32,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3.1,1,1,402,414,12,12
NC,0,55,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.9,1,1,362,389,27,12
NC,2,32,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2.5,1,1,542,564,22,12
NC,0,48,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.25,1,1,1025,1029,4,12
NC,1,55,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0.068,0,0,512,519,7,12
NC,0,25,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1.38,0,1,452,474,22,12
NC,2,61,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,6.5,1,1,362,514,152,12
NC,1,61,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.5,1,1,645,654,9,12
NC,1,33,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.2,0,1,512,544,32,12
NC,1,25,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.3,1,1,1355,1359,4,12
NC,0,24,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.055,0,1,935,949,14,12
NC,1,61,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.2,1,1,392,399,7,12
NC,3,68,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1.14,1,0,362,409,47,12
NC,2,57,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,7.5,1,1,362,394,32,12
NC,1,60,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.5,1,1,392,414,22,12
NC,1,51,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,17.65,1,1,332,349,17,12
NC,1,32,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.2,1,1,497,504,7,12
NC,1,53,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.2,1,1,572,599,27,12
NC,1,27,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.5,1,1,965,984,19,12
NC,1,73,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.3,1,1,512,524,12,12
NC,0,29,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.6,1,1,422,424,2,12
NC,1,40,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.8,1,1,467,479,12,12
NC,1,56,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.5,1,1,725,784,59,12
NC,1,42,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,422,429,7,12
NC,2,54,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,2,1,1,552,559,7,12
NC,2,56,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2,1,1,392,399,7,12
NC,0,57,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.8,1,0,362,514,152,12
NC,1,32,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,3.7,1,1,392,409,17,12
NC,0,29,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1.5,1,1,362,394,32,12
NC,0,33,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1.82,1,1,935,964,29,12
NC,0,42,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.8,1,1,302,324,22,12
NC,0,31,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.472,0,1,482,514,32,12
NC,1,69,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1.71,1,1,452,484,32,12
NC,1,47,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,3.85,1,1,482,529,47,12
NC,1,55,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1.98,1,1,552,564,12,12
NC,1,46,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,25.8,1,1,482,484,2,12
NC,3,28,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0.72,0,1,935,944,9,12
NC,1,35,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.2,1,1,302,344,42,12
NC,1,43,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.8,1,1,437,454,17,12
NC,2,55,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,3.5,1,0,422,444,22,12
NC,1,56,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.8,1,1,392,414,22,12
NC,2,31,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,3.2,1,1,1245,1279,34,12
NC,1,64,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.5,1,1,1305,1324,19,12
NC,2,57,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,6,1,1,332,354,22,12
NC,1,40,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,4.55,1,1,452,494,42,12
NC,0,35,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0.28,1,1,605,649,44,12
NC,1,46,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.7,1,1,362,379,17,12
NC,1,50,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,2.4,1,1,462,479,17,12
ND,1,26,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.88,0,1,512,524,12,12
ND,1,49,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8.1,1,1,412,424,12,12
OH,1,49,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.45,1,1,135,179,44,12
OH,1,40,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,5.8,1,1,462,474,12,12
OH,3,39,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,2.9,1,1,362,379,17,12
OH,1,50,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.5,1,1,437,449,12,12
OH,0,37,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.35,1,1,392,404,12,12
OH,0,29,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.2,1,1,1265,1294,29,12
OH,1,57,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.5,1,1,492,499,7,12
OH,1,65,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.82,1,1,935,969,34,12
OH,1,64,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.42,1,1,497,514,17,12
OH,1,52,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5.31,1,1,392,409,17,12
OH,1,57,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5,1,1,1155,1189,34,12
OH,1,36,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.09,1,1,497,509,12,12
OH,3,67,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1.29,1,1,1335,1349,14,12
OH,2,63,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,3,0,1,1115,1124,9,12
OH,1,45,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.2,1,1,467,484,17,12
OH,0,29,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.8,1,1,542,564,22,12
OH,0,29,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5.5,1,1,275,334,59,12
OH,1,58,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.45,1,1,332,364,32,12
OH,2,59,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,4,1,1,422,444,22,12
OH,0,27,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.5,0,1,347,369,22,12
OH,1,59,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.3,0,1,275,289,14,12
OH,1,67,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.36,1,1,905,919,14,12
OH,0,28,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1.4,0,1,512,534,22,12
OH,1,44,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.8,1,1,492,499,7,12
OH,1,59,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,5.7,1,1,452,459,7,12
OH,3,56,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5.4,1,1,512,544,32,12
OH,1,38,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.6,1,1,845,859,14,12
OH,2,61,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,5,1,1,542,574,32,12
OH,1,40,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.2,0,1,512,524,12,12
OH,3,60,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3.33,1,1,452,484,32,12
OH,0,34,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.2,1,1,372,389,17,12
OH,1,62,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,9,1,1,195,229,34,12
OH,1,52,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,9,1,1,347,409,62,12
OH,1,49,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4.06,1,1,915,939,24,12
OH,1,61,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3,1,0,332,334,2,12
OH,1,34,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,7,1,1,392,434,42,12
OH,3,44,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,6,1,0,317,359,42,12
OH,2,64,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,2,1,1,392,404,12,12
OH,1,50,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.5,1,1,392,409,17,12
OH,1,43,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6,1,1,362,374,12,12
OH,1,54,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.8,0,1,402,409,7,12
OH,1,46,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,7.5,1,1,392,414,22,12
OH,1,34,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.32,1,1,735,744,9,12
OH,1,49,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4,0,1,527,534,7,12
OH,1,46,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.07,1,1,452,484,32,12
OH,1,65,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.2,1,1,332,344,12,12
OH,1,61,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0.56,1,1,332,354,22,12
OH,1,64,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.5,1,1,452,464,12,12
OH,1,58,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2,1,1,572,584,12,12
OH,1,62,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.87,1,1,332,354,22,12
OH,2,66,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,2.86,1,1,302,324,22,12
OH,0,26,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,2,1,1,422,434,12,12
OH,1,40,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5.6,1,1,392,414,22,12
OH,1,41,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.8,1,1,392,414,22,12
OH,0,25,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.4,1,1,482,514,32,12
OH,0,24,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.5,1,1,457,484,27,12
OH,1,47,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.5,1,1,452,469,17,12
OH,1,49,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6,1,1,845,874,29,12
OH,1,45,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.219,1,0,512,529,17,12
OH,1,29,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,1,1,1005,1014,9,12
OH,1,30,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.8,1,1,512,529,17,12
OH,0,25,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4.1,1,1,392,424,32,12
OH,0,30,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.33,1,NA,542,559,17,12
OH,1,57,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.8,1,1,377,399,22,12
OH,2,55,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,10.4,1,1,452,604,152,12
OH,2,63,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,6,1,1,332,344,12,12
OH,0,27,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.3,1,1,412,414,2,12
OH,2,51,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5,1,1,307,349,42,12
OH,1,57,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.9,1,1,422,434,12,12
OH,1,59,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.7,1,1,392,419,27,12
OH,3,61,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,3.7,1,1,422,499,77,12
OH,1,54,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.907,1,1,377,414,37,12
OH,1,67,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4.24,1,1,432,434,2,12
OH,0,38,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.5,0,1,362,389,27,12
OH,0,26,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,2.1,1,1,452,469,17,12
OH,1,47,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.4,1,1,347,354,7,12
OH,2,59,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3.2,1,1,275,279,4,12
OH,1,45,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8,1,1,422,454,32,12
OH,1,38,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,10,1,1,725,739,14,12
OH,1,30,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,905,929,24,12
OH,1,58,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.5,1,1,452,484,32,12
OH,2,42,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,10.1,1,1,342,354,12,12
OH,0,27,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,4.6,1,1,362,384,22,12
OH,0,27,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,3.023,1,1,452,479,27,12
OH,1,63,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,4.656,1,0,317,364,47,12
OH,1,36,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.5,1,1,467,474,7,12
OH,1,36,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.25,0,1,542,554,12,12
OH,2,57,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,5.27,0,1,392,404,12,12
OH,2,37,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.2,1,1,437,459,22,12
OH,3,64,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,5.667,1,1,422,469,47,12
OH,0,25,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.12,1,1,447,484,37,12
OH,2,53,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2,1,1,437,469,32,12
OH,1,50,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.6,1,1,307,329,22,12
OH,2,42,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,2.6,1,1,532,539,7,12
OH,0,37,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1.1,1,1,482,504,22,12
OH,0,24,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.08,1,1,1345,1379,34,12
OH,1,40,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1055,1059,4,12
OH,1,43,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,5.6,1,1,387,394,7,12
OH,2,47,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.6,1,1,352,359,7,12
OH,2,51,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,5.2,1,1,362,384,22,12
OH,2,44,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,5.5,1,1,362,379,17,12
OH,1,58,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.1,1,1,422,459,37,12
OH,0,24,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.278,1,1,512,529,17,12
OH,1,53,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.7,1,0,392,404,12,12
OH,1,43,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,4.24,1,1,815,844,29,12
OH,1,32,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,5,1,1,512,664,152,12
OH,1,33,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5,0,1,317,379,62,12
OH,0,60,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.4,1,1,452,469,17,12
OH,2,66,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,2.9,1,1,482,514,32,12
OH,1,58,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6,1,1,332,359,27,12
OH,1,30,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2.5,1,1,865,894,29,12
OH,2,47,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3.2,0,1,497,504,7,12
OH,0,24,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.4,1,0,552,579,27,12
OH,0,33,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.25,1,0,392,404,12,12
OH,1,53,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.5,1,1,462,539,77,12
OH,0,47,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.018,1,0,392,464,72,12
OH,1,39,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.6,1,1,452,469,17,12
OH,3,49,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0.72,1,1,407,454,47,12
OH,1,61,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8.3,1,1,482,504,22,12
OH,1,40,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8.007,1,1,442,449,7,12
OH,0,48,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,7,1,1,422,439,17,12
OH,3,55,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2.6,1,1,482,514,32,12
OH,2,59,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1.53,1,1,572,589,17,12
OH,0,36,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.35,1,1,1095,1114,19,12
OH,1,56,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.5,1,1,392,424,32,12
OH,1,49,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.58,1,1,1115,1129,14,12
