state,marrno,age,i_urban,i_citizen,i_noenglish,i_only_english,i_drive_to_work,i_asian,i_black,i_indigenous,i_white,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting,education
DC,2,51,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1.55,1,1,285,334,49,9
FL,2,36,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2.5,1,1,725,764,39,9
FL,0,45,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5.3,1,0,422,469,47,9
FL,0,43,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,482,504,22,9
FL,1,39,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,3,1,0,482,524,42,9
FL,1,79,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1.941,1,1,975,1039,64,9
FL,0,31,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,362,394,32,9
GA,2,34,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1.3,0,1,422,434,12,9
GA,1,53,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1.87,1,1,467,514,47,9
IL,2,63,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,5.5,1,1,332,374,42,9
IL,0,37,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.8,1,1,452,459,7,9
IL,1,29,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.44,1,0,512,534,22,9
IN,1,46,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3.9,1,1,467,504,37,9
KS,1,54,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.84,1,1,407,419,12,9
KY,1,50,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.36,0,1,245,259,14,9
KY,2,39,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1.32,1,1,392,424,32,9
MD,2,66,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3.6,1,1,422,484,62,9
MD,1,26,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3.6,0,1,482,504,22,9
MD,1,58,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,13.99,1,1,542,544,2,9
MS,0,44,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4.2,1,1,332,394,62,9
MS,2,63,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1.2,0,1,392,394,2,9
MS,0,47,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.9,0,1,362,374,12,9
MS,0,50,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2.2,0,0,527,529,2,9
NE,2,42,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1.09,1,1,302,344,42,9
NV,0,28,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.6,0,0,905,934,29,9
NH,2,62,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,3.7,1,1,397,414,17,9
NJ,1,60,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.3,1,1,482,484,2,9
NY,0,49,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,11.4,1,0,482,544,62,9
NY,2,58,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,2.8,1,1,432,449,17,9
NC,1,42,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,4.5,0,1,275,309,34,9
NC,0,46,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,1065,1074,9,9
NC,0,38,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,6,1,1,452,474,22,9
OH,1,62,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,5.2,1,1,422,454,32,9
OH,1,60,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1.1,1,1,785,789,4,9
OH,0,25,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,245,269,24,9
OH,1,59,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,7.8,1,1,572,584,12,9
PA,1,42,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1.8,1,1,245,259,14,9
PA,1,60,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.5,1,0,362,424,62,9
RI,0,55,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.42,1,NA,605,614,9,9
SC,1,62,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1.4,1,0,482,499,17,9
SC,3,64,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,6.5,1,1,362,394,32,9
TX,1,30,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1.8,0,1,347,394,47,9
TX,1,53,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,3.5,1,1,482,499,17,9
TX,1,28,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.8,1,0,482,514,32,9
TX,1,53,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,4.68,1,1,332,384,52,9
TX,2,52,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,4.1,1,1,332,364,32,9
TX,1,32,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,7.5,1,1,302,364,62,9
TX,3,66,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,12.92,1,1,302,364,62,9
WI,0,63,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3.54,1,1,422,444,22,9
AZ,1,37,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2.88,1,0,392,419,27,10
AZ,2,60,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1.9,1,1,482,529,47,10
CA,1,33,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.4,1,1,452,469,17,10
CA,1,57,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,38.25,1,1,332,369,37,10
CO,3,61,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4,1,1,382,414,32,10
CT,2,64,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,4.14,1,0,542,574,32,10
FL,3,72,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,7,1,1,105,109,4,10
FL,0,27,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.5,0,1,392,434,42,10
GA,1,39,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0.45,0,1,422,434,12,10
GA,0,27,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3.5,1,1,412,419,7,10
GA,0,72,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4.9,1,0,407,414,7,10
GA,3,47,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,5,1,1,245,364,119,10
ID,2,59,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,2.1,0,1,452,474,22,10
IL,1,59,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,5.6,1,1,815,844,29,10
IL,1,28,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.8,0,1,422,429,7,10
IL,2,50,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,7.3,0,1,1025,1044,19,10
IL,1,62,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3.32,1,1,392,399,7,10
IL,2,46,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,3.7,1,1,482,514,32,10
IL,1,64,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,362,379,17,10
IN,1,58,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8,1,1,362,369,7,10
KS,1,50,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.5,1,1,472,479,7,10
KY,1,54,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,4,1,1,482,514,32,10
LA,1,48,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,6.5,1,0,362,369,7,10
LA,1,54,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.62,1,1,905,949,44,10
MD,1,50,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2.4,1,1,542,564,22,10
MA,1,51,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3.3,1,0,482,494,12,10
MI,0,28,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3,1,1,352,369,17,10
MI,1,54,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3,1,1,422,444,22,10
MI,0,40,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,3.2,1,1,452,469,17,10
MI,0,26,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.04,1,1,542,564,22,10
MS,3,51,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,3.2,0,1,452,464,12,10
MS,3,47,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1.8,1,1,332,364,32,10
MO,0,34,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0.014,1,1,605,634,29,10
MO,3,58,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1.57,1,1,377,399,22,10
MT,1,58,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.003,1,NA,452,464,12,10
NV,1,47,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,1,1095,1114,19,10
NJ,1,32,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1.4,1,1,635,664,29,10
NJ,1,39,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1.2,1,1,482,504,22,10
NY,1,34,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1.2,1,1,605,634,29,10
NY,1,36,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5.5,1,1,362,384,22,10
NY,2,52,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,6.321,1,1,422,449,27,10
NY,0,42,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4.5,1,1,452,459,7,10
NY,1,50,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0.505,1,1,452,459,7,10
NC,1,40,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3,0,1,605,619,14,10
OH,0,40,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4.5,1,1,512,529,17,10
OH,1,39,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,1,875,884,9,10
OH,1,67,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,13.4,1,1,502,514,12,10
OH,1,27,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1.2,0,1,317,339,22,10
OR,1,51,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1.68,1,1,382,404,22,10
OR,1,62,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5,1,1,332,374,42,10
PA,1,44,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2.5,0,NA,185,194,9,10
PA,1,33,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.5,0,1,302,324,22,10
PA,1,65,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,36.6,1,1,362,424,62,10
SC,1,61,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,7.7,1,1,362,379,17,10
SC,0,37,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,NA,1025,1044,19,10
TN,1,52,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,11.3,1,1,362,364,2,10
TX,2,55,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,2.5,1,1,422,484,62,10
TX,0,34,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,3.5,0,1,422,439,17,10
TX,1,39,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,3,1,1,605,634,29,10
TX,1,68,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.61,1,1,332,369,37,10
TX,1,33,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3.2,0,1,482,544,62,10
TX,1,69,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,3.59,1,1,347,354,7,10
TX,2,71,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,3.81,1,0,392,394,2,10
TX,3,59,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,482,514,32,10
TX,1,55,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2.2,1,1,422,459,37,10
TX,1,43,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4.2,1,1,342,404,62,10
TX,2,58,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2.7,1,1,392,399,7,10
UT,2,35,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1.35,1,1,362,394,32,10
VA,1,49,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1.201,1,1,572,594,22,10
VA,0,24,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.6,1,1,302,329,27,10
VA,0,53,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5.1,1,1,512,559,47,10
WA,0,24,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.91,1,1,935,939,4,10
WA,1,65,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,4.57,1,1,317,334,17,10
WI,1,53,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,5,1,0,845,874,29,10
AL,0,25,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1.56,1,1,422,454,32,11
AL,0,59,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.14,1,1,452,474,22,11
NA,1,34,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1.6,1,1,482,489,7,11
AZ,0,45,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1.31,0,0,1155,1174,19,11
AZ,0,50,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.64,0,NA,362,364,2,11
AZ,1,46,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3.5,0,1,392,409,17,11
AR,1,62,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.86,1,1,422,449,27,11
CA,2,63,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,6.8,1,1,285,294,9,11
CA,0,50,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2.9,1,1,392,429,37,11
CA,1,48,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,5.6,1,1,422,454,32,11
CA,1,41,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,5,0,1,965,979,14,11
CA,0,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,332,349,17,11
CA,0,50,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.46,0,1,302,339,37,11
CA,1,52,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,6,1,1,362,384,22,11
CA,2,58,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,7.4,1,1,452,469,17,11
CA,1,37,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2.89,1,1,347,364,17,11
CA,1,62,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5.12,1,0,452,464,12,11
CA,0,46,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,3.4,1,1,362,394,32,11
CA,1,28,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.5,1,1,467,504,37,11
CO,3,35,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,3,1,1,452,469,17,11
CO,1,72,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2.49,1,1,382,394,12,11
FL,1,52,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1.2,0,1,512,529,17,11
FL,2,60,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,1,0,362,394,32,11
FL,0,27,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.24,0,1,422,429,7,11
FL,2,36,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,6,1,1,332,379,47,11
FL,2,45,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,2.24,1,1,215,274,59,11
FL,2,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3.5,1,1,542,579,37,11
GA,1,69,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3.5,1,1,422,434,12,11
GA,0,32,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4.5,1,1,482,499,17,11
GA,1,55,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4.8,1,1,332,359,27,11
GA,0,69,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,5.21,1,0,497,504,7,11
GA,1,53,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.8,1,0,377,424,47,11
ID,1,29,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.58,0,1,422,439,17,11
IL,3,57,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2.1,1,1,302,329,27,11
IL,1,56,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,8.8,1,1,245,259,14,11
IL,1,32,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4,1,1,215,234,19,11
IL,0,28,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.25,1,0,1005,1019,14,11
IL,1,46,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.94,1,1,265,294,29,11
IN,1,36,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0.048,0,1,625,689,64,11
IN,1,75,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4,1,1,605,619,14,11
IN,1,59,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,7.1,1,0,362,409,47,11
IA,0,63,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.08,1,0,392,399,7,11
KS,1,35,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5.3,1,1,437,474,37,11
KS,1,55,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,2,1,0,322,329,7,11
KY,2,48,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0.6,1,0,452,464,12,11
LA,0,56,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,407,419,12,11
LA,1,61,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,9.2,1,1,302,349,47,11
LA,3,59,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,3,1,0,392,409,17,11
ME,2,70,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,2.4,1,1,332,349,17,11
MI,0,30,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.5,1,1,452,484,32,11
MI,0,53,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1.21,1,0,995,999,4,11
MI,1,36,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0.66,0,1,302,329,27,11
MI,0,37,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,6,0,1,542,549,7,11
MS,1,44,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1.92,1,1,392,404,12,11
MS,1,57,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,4.8,1,1,105,109,4,11
MO,0,24,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1.4,1,1,422,474,52,11
MO,2,55,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,2.3,1,0,1295,1304,9,11
MO,0,25,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1.2,1,1,785,849,64,11
NV,0,47,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,4.13,1,0,1425,1439,14,11
NY,0,34,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,362,369,7,11
NY,1,46,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2.06,1,1,422,484,62,11
NY,1,38,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,2.4,1,1,875,889,14,11
NY,1,33,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.37,0,1,542,584,42,11
NY,3,59,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,2.13,1,0,605,664,59,11
NY,1,53,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1.6,1,1,605,619,14,11
NY,1,32,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,422,439,17,11
NY,2,76,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,7.654,1,1,387,399,12,11
NC,0,52,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,8,0,0,362,424,62,11
NC,1,67,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1.68,1,1,467,484,17,11
NC,0,26,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.5,1,0,467,484,17,11
NC,0,31,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2,1,1,457,549,92,11
NC,1,43,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1.1,0,1,452,464,12,11
NC,1,54,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,0,422,439,17,11
NC,1,44,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,18.7,0,1,542,549,7,11
OH,2,42,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,3,0,1,995,1009,14,11
PA,2,54,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,6.015,1,1,452,479,27,11
PA,1,46,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0.14,1,1,1055,1064,9,11
SC,1,54,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2.4,1,1,1085,1094,9,11
SC,1,33,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,3.3,0,1,392,594,202,11
TN,1,76,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,2.83,1,1,437,459,22,11
TN,1,48,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,3.5,1,1,442,444,2,11
TN,0,64,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3.9,1,1,422,454,32,11
TN,1,57,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.88,1,0,185,209,24,11
TX,1,29,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,7.8,0,1,452,474,22,11
TX,1,36,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,4.6,0,1,482,514,32,11
TX,0,24,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2.18,1,1,452,464,12,11
TX,0,27,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.43,1,1,1215,1244,29,11
TX,0,45,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3.8,0,1,382,404,22,11
TX,1,52,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.8,1,1,725,924,199,11
UT,2,44,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,4.5,0,1,965,1029,64,11
VA,0,28,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.46,1,1,105,124,19,11
VA,0,54,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,1,1265,1309,44,11
VA,0,35,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2.14,0,1,482,514,32,11
WA,0,62,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,5,1,1,302,359,57,11
WA,1,65,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,6.6,1,0,1115,1129,14,11
WI,0,38,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,3.29,1,1,422,439,17,11
AL,0,27,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6,1,1,317,339,22,12
AL,2,47,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,2,1,1,392,414,22,12
AL,2,41,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,8.5,1,1,482,504,22,12
AL,1,80,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.989,1,1,512,539,27,12
AL,1,38,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,20.9,1,1,905,919,14,12
AL,3,41,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,4,1,1,482,494,12,12
AL,1,56,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1.87,1,1,965,974,9,12
AL,1,42,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,7.6,0,1,542,589,47,12
AL,1,37,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3,0,0,215,244,29,12
AL,1,24,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,4.2,1,1,302,349,47,12
AL,3,50,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1.7,1,1,572,604,32,12
AL,2,51,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,4.87,1,1,362,409,47,12
AL,1,59,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.12,1,0,512,514,2,12
AL,2,34,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,3,0,1,165,174,9,12
AL,2,60,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,7,1,1,402,414,12,12
AL,1,62,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.706,1,1,452,464,12,12
AL,1,64,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.6,1,1,275,304,29,12
AL,1,52,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.9,1,1,392,454,62,12
AL,0,24,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,2.8,0,1,1295,1309,14,12
AL,1,38,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.5,1,1,362,409,47,12
AL,1,55,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.1,1,1,377,414,37,12
AL,1,44,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6,1,1,392,399,7,12
AL,2,41,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3.12,1,1,542,554,12,12
AL,0,34,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,3.7,1,1,1085,1099,14,12
AL,2,55,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,3.3,1,1,362,424,62,12
AL,1,63,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,3.8,1,0,452,474,22,12
AL,1,59,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,452,484,32,12
AL,3,54,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,5.2,1,1,332,354,22,12
AL,2,55,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,4.4,1,1,1115,1129,14,12
AL,1,54,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.9,1,1,482,489,7,12
AL,3,59,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,7.602,1,1,422,449,27,12
AL,1,51,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,6.5,1,1,442,489,47,12
AL,2,47,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,6.3,0,1,442,474,32,12
AL,1,42,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0.71,0,1,437,454,17,12
AL,3,60,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3.74,1,1,392,409,17,12
AL,1,56,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0.61,1,1,472,484,12,12
AL,0,27,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1.08,1,1,392,414,22,12
AL,2,70,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3.31,1,1,855,864,9,12
NA,0,42,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,9.71,0,1,542,544,2,12
NA,1,26,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.31,0,0,422,429,7,12
NA,1,53,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.2,1,1,322,344,22,12
NA,0,31,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.65,1,1,482,489,7,12
NA,2,57,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,9.6,1,1,452,469,17,12
